Experiment,Train Loss,Val Loss,Val Accuracy
Baseline,1.6096125841140747,1.6094638109207153,0.19988738000392914
Exp1_LSTM256,0.2804770767688751,0.2782895863056183,0.8001126050949097
Exp2_Dropout0.5,0.2783883810043335,0.2776966691017151,0.7998310923576355
Exp3_NoDropout,1.6096067428588867,1.6094423532485962,0.19988738000392914
Exp4_2LSTM,0.27872392535209656,0.27853694558143616,0.7998310923576355
Exp5_Embedding256,1.609589695930481,1.6094597578048706,0.2001689225435257
